"identity_key","decision","tier","subfield","cut_reason","from_audit_sample","note"
"doi:10.1109/iccv51701.2025.00860","out","","earth_observation","periphery","","from the pre-refix audit sample; below the refixed cut and not in the current sample"
"doi:10.2139/ssrn.4818971","out","","","not-agentic","","from the pre-refix audit sample; below the refixed cut and not in the current sample"
"doi:10.2118/230346-ms","out","","","not-agentic","","from the pre-refix audit sample; below the refixed cut and not in the current sample"
"doi:10.1007/978-3-031-76402-8_9","out","","","not-geoscience","","from the pre-refix audit sample; below the refixed cut and not in the current sample"
"doi:10.3997/2214-4609.202535040","in","core","reservoir_engineering","","","MCP tool layer plus A2A multi-agent orchestration for surface logging; promoted context -> core in the fourth recovery pass on a supplied PDF"
"doi:10.1093/mam/ozag053.996","out","","","not-geoscience","",""
"doi:10.1016/j.acags.2025.100311","out","","geoscience_general","periphery","","agentic LLM-driven workflows for geoscience data analysis; fine-tuned small/open models; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.1016/j.acags.2024.100218","out","","geoscience_general","periphery","","LLM-driven workflow for geoscience data analysis; 22 citations, likely a reference point; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.22541/essoar.176336946.65126612/v1","in","context","hydrogeology","","","automated geophysical agent workflow chaining open-source Python packages"
"doi:10.1111/tgis.13233","out","","","not-agentic","","chatbot correctness benchmark on spatial tasks; no decision loop"
"doi:10.3389/frai.2025.1674927","out","","geoscience_general","periphery","","Perspective on multi-agent LLM systems for geoscience data repositories; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.1016/j.acags.2026.100362","in","core","geological_modelling","","","AGeoKE (Zhang et al.); full text recovered from institutional access. MCP multi-agent pipeline with N=3 concurrent extraction candidates, a comparison agent, and schema-validation retry loops. M3: evaluated retrospectively against two named real reference sources (USGS Bulletin 1693 Mineral Deposit Models; NASA Lunar Sample Compendium, individually-numbered Apollo samples) -- a document-corpus analogue of the 'named report' standard applied to OntoGRC. Promoted from context/abstract-only to core."
"doi:10.3389/frai.2025.1674927.s001","out","","","duplicate","","supplementary video for doi:10.3389/frai.2025.1674927"
"doi:10.1093/mam/ozaf048.1092","out","","","not-geoscience","","autonomous X-ray microscope; materials microscopy"
"arxiv:2603.03233","out","","","not-geoscience","","general AI-for-Science platform; no geoscience evaluation"
"doi:10.48550/arxiv.2512.14429","in","core","seismology","","","first MCP server suite for SPECFEM 2D/3D/Globe; autonomous and human-in-the-loop modes"
"doi:10.5281/zenodo.20342672","in","context","hydrogeology","","","RaKsh multi-agent decision support for groundwater and borewell siting; Zenodo, thin"
"doi:10.3997/2214-4609.202639012","in","core","geological_modelling","","","LangGraph correction loop over RAG for legacy geological reports, evaluated on the named Acacia Grove-1 well; promoted context -> core in the fourth recovery pass on a supplied PDF"
"doi:10.1016/j.jhydrol.2026.135801","out","","geoscience_general","periphery","","HydroCraft platform with an LLM agent driving basin extraction, calibration and visualisation; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.2139/ssrn.7162473","out","","climate_atmosphere","periphery","",""
"doi:10.3997/2214-4609.2025640024","in","core","reservoir_engineering","","","four-agent RAG workflow correcting Random-Forest facies predictions; subfield corrected geological_modelling -> reservoir_engineering, secondary geological_modelling; promoted context -> core in the fourth recovery pass on a supplied PDF"
"doi:10.5281/zenodo.19597665","out","","geoscience_general","periphery","","AI-Hydro: MCP-based platform for AI agents running end-to-end hydrological workflows with provenance; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.3390/min15101023","out","","","not-agentic","","domain-adapted RAG pipeline for metallogenic QA; retrieval without a decision loop"
"doi:10.31223/x5w163","out","","geoscience_general","periphery","","USGS Intelligent National Map vision paper on agentic geospatial intelligence; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.2118/0326-0012-jpt","out","","","not-a-source","","JPT Technology Focus editorial column"
"doi:10.5281/zenodo.21731353","out","","","not-geoscience","","CCS here is a code-scanner product name, not carbon capture and storage"
"doi:10.1109/cait70489.2026.11553853","in","context","mining","","","GALA: SAM3 vision features, GraphRAG knowledge graphs, collaborative LLM agents, human-in-the-loop validation"
"doi:10.48550/arxiv.2605.16178","out","","geoscience_general","periphery","","agentic AI for seasonal snowmelt runoff forecasting; surface hydroclimate"
"doi:10.5194/egusphere-egu25-15507","out","","climate_atmosphere","periphery","","FrevaGPT scientific assistant for climate research"
"doi:10.1615/jmachlearnmodelcomput.2023049518","out","","","not-geoscience","","MyCrunchGPT; scientific machine learning outside geoscience"
"doi:10.1016/j.acags.2025.100268","out","","","not-agentic","","knowledge graph with question templates and matching algorithms; no LLM decision loop"
"doi:10.48550/arxiv.2507.17311","out","","climate_atmosphere","periphery","","EarthLink self-evolving agent system evaluated on climate science"
"doi:10.1080/13658816.2025.2577252","out","","earth_observation","periphery","","geoprocessing knowledge extraction from Google Earth Engine scripts"
"doi:10.3390/mining6020026","in","core","mining","","","MINDS: modular multi-agent decision support for dynamic strategic mine planning across fragmented software"
"doi:10.1016/j.ijdrr.2026.106205","out","","","not-geoscience","","LLM-based agents replace decision rules in post-disaster recovery ABM; not solid-earth"
"arxiv:2605.29966","out","","ocean","periphery","","Compass LLM agent for marine lead isotope data integration"
"doi:10.3997/2214-4609.202539075","out","","geoscience_general","periphery","","three-agent QA generation, validation and evaluation system for assessing geoscience agentic and RAG systems; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.5281/zenodo.21204632","in","context","mining","","","Mining AGI Platform multi-agent engineering framework; Zenodo, vendor-framing"
"doi:10.1016/j.aiig.2026.100272","out","","geoscience_general","periphery","","multi-agent collaborative QA for mineralogy; dynamic rather than static RAG pipeline; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.1145/3789418.3789428","out","","","not-geoscience","","RL-augmented LLM knowledge graph construction with no geoscience evaluation"
"doi:10.1016/j.aei.2026.105058","in","core","ccs","","","AutoSurrogate: LLM-driven multi-agent autonomous construction of deep-learning surrogates for subsurface flow"
"doi:10.48550/arxiv.2306.15551","out","","","not-geoscience","","MyCrunchGPT preprint; same system as the journal version, also outside geoscience"
"doi:10.3390/data10110169","out","","","not-geoscience","","structural engineering building static analysis"
"doi:10.2139/ssrn.6021237","out","","","not-agentic","","no abstract; title describes a knowledge-graph Q&A system for geological hazards"
"doi:10.5281/zenodo.18781542","out","","","not-geoscience","","sedimentation is a metaphor for AI memory consolidation"
"doi:10.5194/egusphere-egu26-13138","out","","geoscience_general","periphery","","conversational assistant with agents in the D4Science virtual research environment; EGU abstract; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.7306/gq.1830","out","","","not-agentic","","evaluates chatbot answers on Polish lithological terms"
"doi:10.5281/zenodo.20795818","out","","","not-geoscience","","dataset for a systematic review of human-AI interaction in language learning"
"doi:10.1130/abs/2025am-11011","out","","geoscience_general","periphery","","GSA abstract; no abstract text harvested, title describes an LLM workflow for extraction from geoscience literature; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.5281/zenodo.19691003","out","","","not-a-source","","data deposit supporting the OneDZ detrital zircon database"
"doi:10.1016/j.caeai.2024.100248","out","","","not-geoscience","","GPT-4 grading of short answers in education"
"doi:10.1007/s12371-024-01011-2","out","","","not-agentic","","GeologyOracle; prompt-in/text-out performance analysis"
"doi:10.48550/arxiv.2407.15073","out","","","not-geoscience","","general multi-agent causal discovery; seismology grouping is spurious"
"doi:10.2118/231650-ms","out","","geoscience_general","periphery","","SPE: agentic system over a knowledge graph for natural-language geoscience search; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.5281/zenodo.21288456","in","context","inversion","","","PyHydroGeophysX release notes describing a GPT-API multi-agent system for automated ERT workflows; repo source"
"doi:10.5281/zenodo.19433295","out","","","not-geoscience","","position paper arguing against LLMs; no geoscience system"
"doi:10.48550/arxiv.2608.14055","in","core","geological_modelling","","","HERMES: coordinating LLM plus domain agents extracting structured data from ultra-long geoscience monographs"
"doi:10.5281/zenodo.18405570","out","","","not-a-source","","ESIP meeting presentation on teaching agentic coding"
"doi:10.64898/2026.03.17.712026","out","","","not-geoscience","","Dingent general database retrieval agent framework"
"doi:10.1145/3658644.3690350","out","","","not-geoscience","",""
"doi:10.3390/ijgi14070256","out","","earth_observation","periphery","","geospatial code-generation benchmark on Google Earth Engine"
"doi:10.1080/20964471.2025.2581425","out","","earth_observation","periphery","","AutoGEEval++, same benchmark family"
"doi:10.5281/zenodo.22229111","out","","","not-a-source","","28-volume self-published compendium"
"doi:10.1190/seismic-soundoff-episode255","out","","","not-a-source","","SEG podcast episode"
"doi:10.2172/2480289","out","","","not-agentic","","DOE geologic-hydrogen assessment using RAG over LLAMA2 with LangChain; retrieval without a decision loop"
"title:therichatstructureasacandidatefortheatlantisandedenmythsaninterdisciplinarysynthesisofgeologicalpaleoclimaticgeneticandm","out","","","not-agentic","","no AI system; harvested on unrelated vocabulary"
"doi:10.17632/wgttp36fz6.1","out","","","not-a-source","","dataset for a library collection-development study"
"doi:10.1007/s12145-026-02208-5","out","","geoscience_general","periphery","","OpenMindatAI: LLM natural-language interface over the Mindat API with a hybrid validation layer; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.63931/ijchr.v7isi1.2.517","out","","","not-geoscience","",""
"doi:10.5281/zenodo.21389093","out","","","not-geoscience","",""
"doi:10.5281/zenodo.20671193","out","","","not-geoscience","",""
"doi:10.3390/ijgi15060243","out","","","not-agentic","","LLM structured extraction in a fixed literature-data linkage pipeline"
"doi:10.48550/arxiv.2505.12900","out","","earth_observation","periphery","","AutoGEEval preprint"
"doi:10.5194/egusphere-egu26-21959","out","","climate_atmosphere","periphery","","LLM-assisted paleoclimate proxy database"
"doi:10.2118/235133-ms","in","context","reservoir_engineering","","","SPE industry case study of CypherCrescent SEPAL cognitive automation in upstream operations; abstract-only"
"doi:10.48550/arxiv.2603.01022","in","core","engineering_geology","","","GeoMCP: MCP framework keeping safety-critical geotechnical calculations deterministic while an LLM drives the workflow"
"arxiv:2605.12542","out","","geoscience_general","periphery","","review of Earth science foundation models spanning perception, reasoning and discovery; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.5194/egusphere-egu26-13303","out","","climate_atmosphere","periphery","","FrevaGPT for climate analysis"
"doi:10.1145/3672919.3672945","out","","","not-geoscience","","CISFA decision-support agent framework with no geoscience application stated"
"doi:10.1093/ijpp/riaf096","out","","","not-geoscience","",""
"doi:10.48550/arxiv.2512.07801","out","","","not-geoscience","",""
"doi:10.5194/egusphere-2026-3618","out","","","not-geoscience","","science-communication pedagogy study"
"doi:10.26907/1562-5419-2025-28-4-781-787","out","","geoscience_general","periphery","","multi-agent digital assistant for geologist-researchers integrated with the GeologyScience.ru platform; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.5194/egusphere-2026-3618-rc1","out","","","not-a-source","","referee comment"
"doi:10.1093/nsr/nwag063","out","","climate_atmosphere","periphery","",""
"doi:10.3389/feart.2025.1743903","out","","","not-agentic","","STEEP and SWOT sector analysis"
"doi:10.1007/s12371-026-01378-4","out","","","not-geoscience","","museum education avatars"
"doi:10.2139/ssrn.5629070","out","","","not-geoscience","","GAPLO swarm agents for pipeline operations; midstream, not subsurface"
"doi:10.5194/egusphere-egu26-20672","out","","climate_atmosphere","periphery","","MCP server for the SUEWS urban climate model"
"doi:10.1016/j.isprsjprs.2026.05.025","out","","earth_observation","periphery","",""
"doi:10.1007/s11432-026-5026-5","out","","earth_observation","periphery","","RS-Agent"
"doi:10.3389/frma.2025.1595824","out","","","not-geoscience","","open-science commentary"
"doi:10.1109/igarss53475.2024.10640736","out","","earth_observation","periphery","","Remote Sensing ChatGPT"
"doi:10.1016/j.eij.2026.101025","out","","earth_observation","periphery","",""
"doi:10.7716/aem.v15i3.3231","out","","climate_atmosphere","periphery","","flood-control forecasting agent architecture"
"doi:10.5281/zenodo.21404144","out","","ocean","periphery","",""
"doi:10.3390/rs17030466","out","","earth_observation","periphery","",""
"arxiv:2604.04145","out","","earth_observation","periphery","",""
"doi:10.5281/zenodo.21131498","out","","","not-a-source","","textbook"
"doi:10.48550/arxiv.2407.17842","out","","climate_atmosphere","periphery","",""
"doi:10.5194/egusphere-egu26-16524","out","","","not-agentic","","geologic map platform; AI-enabled but no decision loop described"
"arxiv:2512.15231","out","","earth_observation","periphery","","CangLing-KnowFlow remote sensing agent"
"doi:10.6084/m9.figshare.31043902","out","","earth_observation","periphery","","multi-agent rural village classification"
"doi:10.5281/zenodo.20219610","out","","","not-geoscience","","digital-humanities mapping code deposit"
"doi:10.5281/zenodo.20520386","out","","","not-geoscience","","digital-humanities mapping code deposit"
"doi:10.5281/zenodo.20221729","out","","","not-geoscience","","digital-humanities mapping code deposit"
"doi:10.5281/zenodo.20549621","out","","","not-geoscience","","digital-humanities mapping code deposit"
"doi:10.57760/sciencedb.j00173.00025","out","","","not-a-source","","instruction dataset deposit"
"doi:10.5281/zenodo.20563338","out","","planetary","periphery","",""
"doi:10.1016/b978-0-443-23810-9.00001-x","out","","","not-geoscience","yes",""
"doi:10.48550/arxiv.2607.23908","out","","earth_observation","periphery","yes",""
"doi:10.1007/979-8-8688-1763-2_7","out","","","not-geoscience","yes",""
"doi:10.18311/2meoga/2025/v2i4/52759","out","","","not-agentic","yes",""
"doi:10.1016/j.nxmate.2026.101859","out","","","not-agentic","yes",""
"doi:10.1109/access.2025.3623294","out","","","not-geoscience","yes",""
"arxiv:2509.23105","out","","earth_observation","periphery","yes",""
"doi:10.1016/j.fuel.2026.138940","out","","","not-geoscience","yes",""
"doi:10.1016/j.earscirev.2024.105029","out","","","not-geoscience","yes",""
"arxiv:2605.24733","out","","","not-geoscience","yes",""
"doi:10.1016/j.rineng.2025.108332","out","","","not-geoscience","yes",""
"title:scalingmineralcarbonationandcriticalmineralrecoveryinminingwasteprocessengineeringtechnoeconomicsandpublicpolicy","out","","","not-agentic","yes",""
"doi:10.48550/arxiv.2310.20633","out","","","not-geoscience","yes",""
"doi:10.1080/15481603.2025.2543102","out","","earth_observation","periphery","yes",""
"title:","out","","","not-agentic","yes",""
"doi:10.26599/nr.2025.94908244","out","","","not-geoscience","yes",""
"doi:10.1016/j.geoai.2025.100010","out","","","not-agentic","yes","in-context learning and augmented prompting to generate geological cross-sections; no tool call, no loop"
"doi:10.5281/zenodo.20470684","out","","","not-a-source","yes",""
"doi:10.35940/ijrte.e7432.0111523","out","","","not-agentic","yes",""
"arxiv:2603.29441","out","","earth_observation","periphery","yes",""
"doi:10.1109/aero66936.2026.11520054","out","","earth_observation","periphery","yes",""
"doi:10.1016/j.rcim.2026.103263","out","","","not-geoscience","yes",""
"doi:10.48550/arxiv.2511.20460","out","","earth_observation","periphery","yes",""
"doi:10.48550/arxiv.2608.01751","out","","earth_observation","periphery","yes",""
"doi:10.48550/arxiv.2606.04106","out","","","not-geoscience","yes",""
"doi:10.1201/9781003759874","out","","earth_observation","periphery","yes",""
"doi:10.3997/2214-4609.202539065","out","","","not-agentic","yes","GPT extraction from scanned geotechnical documents without pre-defined features; extraction, not a decision loop"
"doi:10.1149/ma2025-01482495mtgabs","out","","climate_atmosphere","periphery","yes",""
"doi:10.18668/ng.2023.10.04","out","","","not-agentic","yes",""
"doi:10.4271/2025-01-8450","out","","climate_atmosphere","periphery","yes",""
"doi:10.3997/2214-4609.2025101492","out","","","not-agentic","yes",""
"doi:10.1016/j.geothermics.2022.102628","out","","","not-agentic","yes",""
"arxiv:2606.31745","out","","earth_observation","periphery","yes",""
"doi:10.5194/egusphere-egu25-11792","out","","","not-agentic","yes",""
"doi:10.5281/zenodo.19008299","out","","climate_atmosphere","periphery","yes",""
"arxiv:2607.10640","out","","","not-agentic","yes",""
"arxiv:2504.11347","out","","","not-geoscience","yes",""
"doi:10.3389/fmicb.2024.1443682","out","","","not-agentic","yes",""
"doi:10.1080/19475683.2026.2665149","out","","earth_observation","periphery","yes",""
"doi:10.15587/2706-5448.2025.326784","out","","","not-agentic","yes",""
"doi:10.48550/arxiv.2603.17493","out","","","not-geoscience","yes",""
"doi:10.1016/j.engappai.2026.115757","out","","","not-geoscience","yes",""
"doi:10.1016/j.atmosenv.2023.119805","out","","climate_atmosphere","periphery","yes",""
"arxiv:2606.23969","out","","","not-geoscience","yes",""
"doi:10.3389/frsen.2025.1659681","out","","","not-agentic","yes",""
"doi:10.11628/ksppe.2023.26.5.565","out","","","not-agentic","yes",""
"doi:10.5194/egusphere-egu26-5404","out","","climate_atmosphere","periphery","yes",""
"doi:10.1109/access.2026.3688574","out","","ocean","periphery","yes",""
"doi:10.1007/s40996-024-01627-y","out","","","not-agentic","yes",""
"doi:10.1016/j.case.2022.12.005","out","","","not-agentic","yes",""
"doi:10.1007/s11036-026-02490-z","out","","","not-geoscience","yes",""
"title:distributedhydrologicalmodelinganditsuseinmonitoringdroughtsandassessingtheimpactsofchangesclimaticconditionsintheflowsf","out","","climate_atmosphere","periphery","yes",""
"doi:10.5281/zenodo.19255079","out","","","not-geoscience","yes",""
"doi:10.3390/en15239020","out","","","not-agentic","yes",""
"doi:10.3390/air4020009","out","","climate_atmosphere","periphery","yes",""
"doi:10.1149/ma2024-02684789mtgabs","out","","climate_atmosphere","periphery","yes",""
"doi:10.1109/access.2026.3709825","out","","climate_atmosphere","periphery","yes",""
"doi:10.5194/egusphere-2025-4630-rc1","out","","climate_atmosphere","periphery","yes",""
"doi:10.32782/2413-9971/2025-58-16","out","","climate_atmosphere","periphery","yes",""
"doi:10.33540/2896","out","","","not-agentic","yes",""
"doi:10.1007/s40328-024-00437-y","out","","","not-agentic","yes",""
"doi:10.1016/j.jobe.2023.107491","out","","","not-geoscience","yes",""
"doi:10.1016/j.oregeorev.2026.107240","out","","climate_atmosphere","periphery","yes",""
"doi:10.1039/d5ra03412d","out","","","not-geoscience","yes",""
"doi:10.1002/adem.202400602","out","","","not-geoscience","yes",""
"doi:10.5281/zenodo.20358863","out","","","not-geoscience","yes",""
"doi:10.1021/acs.energyfuels.5c00327","out","","","not-agentic","yes",""
"doi:10.1080/17538947.2025.2542913","out","","earth_observation","periphery","yes",""
"doi:10.20944/preprints202512.2380.v1","out","","","not-geoscience","yes",""
"doi:10.2139/ssrn.7418102","out","","earth_observation","periphery","yes",""
"doi:10.5281/zenodo.19613136","out","","","not-a-source","yes",""
"doi:10.1130/g54090.1","out","","","not-agentic","yes",""
"doi:10.3389/ffgc.2026.1807606","out","","","not-a-source","yes",""
"doi:10.5194/hess-28-391-2024","out","","climate_atmosphere","periphery","yes",""
"doi:10.5281/zenodo.19843334","out","","","not-a-source","yes",""
"doi:10.1109/iccvw69036.2025.00295","out","","earth_observation","periphery","yes",""
"title:sismikistasyonlardayerelkuvvetliyerhareketiretimivegizliuzayanalizi","out","","","not-agentic","yes",""
"doi:10.1155/2023/5409006","out","","","not-geoscience","yes",""
"doi:10.48448/ndjs-q718","out","","","not-geoscience","yes",""
"doi:10.46692/9781529239560.020","out","","","not-geoscience","yes",""
"doi:10.71465/ajem815","out","","","not-geoscience","yes",""
"doi:10.1021/acs.jpca.3c00128","out","","","not-geoscience","yes",""
"doi:10.2514/6.2024-4154","out","","","not-geoscience","yes",""
"doi:10.1016/j.rse.2026.115256","out","","earth_observation","periphery","yes",""
"doi:10.21203/rs.3.rs-7123191/v1","out","","","not-geoscience","yes",""
"doi:10.4995/heritage2025.2025.19428","out","","","not-geoscience","yes",""
"doi:10.1109/apscon60364.2024.10466069","out","","","not-agentic","yes",""
"doi:10.5194/egusphere-egu25-15061","out","","ocean","periphery","yes",""
"doi:10.1007/s10712-026-09957-4","out","","","not-agentic","yes",""
"title:the10thbicitybiennaleofurbanismarchitectureshenzhen","out","","","not-a-source","yes",""
"doi:10.1007/s00190-026-02086-1","out","","","not-agentic","yes",""
"doi:10.1109/access.2026.3705849","out","","earth_observation","periphery","yes",""
"doi:10.5281/zenodo.20637700","out","","ocean","periphery","yes",""
"arxiv:2504.18770","out","","earth_observation","periphery","yes",""
"doi:10.5281/zenodo.20361836","out","","","not-geoscience","yes",""
"doi:10.5281/zenodo.19360408","out","","","not-a-source","yes",""
"doi:10.1016/j.apr.2023.101783","out","","","not-geoscience","yes",""
"doi:10.1016/j.eswa.2025.127852","out","","earth_observation","periphery","yes",""
"title:examininglakeeffectchangesacrossthegreatlakesutilizingdynamicallydownscaledclimatesimulations","out","","climate_atmosphere","periphery","yes",""
"doi:10.1007/978-981-99-1576-7_11","out","","climate_atmosphere","periphery","yes",""
"doi:10.1109/jstars.2025.3617915","out","","earth_observation","periphery","yes",""
"doi:10.1109/jstars.2026.3658442","out","","earth_observation","periphery","yes",""
"doi:10.2139/ssrn.7084378","out","","","not-geoscience","yes",""
"doi:10.1109/tgrs.2025.3532349","out","","earth_observation","periphery","yes",""
"doi:10.1016/j.geothermics.2022.102633","out","","","not-geoscience","yes",""
"doi:10.1016/j.tet.2024.133932","out","","","not-geoscience","yes",""
"doi:10.1007/s10035-025-01525-8","out","","","not-geoscience","yes",""
"doi:10.1088/1755-1315/1451/1/012012","out","","","not-agentic","yes",""
"doi:10.64898/2026.05.17.26353439","out","","earth_observation","periphery","yes",""
"doi:10.17159/wsa/2023.v49.i3.4004","out","","","not-geoscience","yes",""
"doi:10.1109/ictke67052.2025.11274443","out","","","not-geoscience","yes",""
"doi:10.48550/arxiv.2511.20085","out","","earth_observation","periphery","yes",""
"doi:10.5194/egusphere-egu23-539","out","","","not-agentic","yes",""
"title:dynamicresponseandsafetyanalysisofxuanjisteeringtool","out","","","not-geoscience","yes",""
"doi:10.5281/zenodo.7620726","out","","","not-geoscience","yes",""
"doi:10.25439/rmt.30606485","out","","","not-a-source","yes",""
"doi:10.26030/2q5v-by72","out","","","not-a-source","yes",""
"doi:10.22214/ijraset.2024.60368","out","","","not-geoscience","yes",""
"doi:10.30574/gjeta.2025.24.2.0248","out","","","not-agentic","yes",""
"doi:10.4103/mgr.medgasres-d-24-00125","out","","climate_atmosphere","periphery","yes",""
"doi:10.5281/zenodo.17572714","out","","","not-geoscience","yes",""
"doi:10.71190/2009-5pdpetro-160","out","","","not-agentic","yes",""
"doi:10.5194/egusphere-2023-2080","out","","climate_atmosphere","periphery","yes",""
"doi:10.1016/j.wear.2025.205937","out","","","not-geoscience","yes",""
"doi:10.5281/zenodo.20676925","out","","","not-geoscience","yes",""
"arxiv:2603.03732","out","","climate_atmosphere","periphery","yes",""
"doi:10.1016/j.gexplo.2026.108205","out","","","not-agentic","yes","GoldMiner-AI. No abstract harvested; the companion Earth Science Frontiers paper retrieved in this run describes a vertical-domain LLM doing RAG knowledge reasoning and Q&A while anomaly identification runs on KAR-Graph and MAF-Net deep learning. The LLM chooses nothing, so this is a near-miss rather than a false negative"
"doi:10.2118/231353-ms","out","","","not-agentic","yes",""
"doi:10.5753/sbsi.2025.246617","out","","","not-geoscience","yes",""
"doi:10.1111/exsy.13466","out","","","not-a-source","yes",""
"doi:10.64862/ajeg.2025.2sp.49.164","out","","","not-agentic","yes",""
"doi:10.1109/iccv51701.2025.00921","out","","earth_observation","periphery","yes",""
"doi:10.1021/acs.jchemed.5c00629","out","","","not-geoscience","yes",""
"doi:10.1109/cait70489.2026.11553888","out","","earth_observation","periphery","yes",""
"doi:10.2472/jsms.2025.00078","out","","","not-geoscience","yes",""
"doi:10.48550/arxiv.2603.21222","out","","earth_observation","periphery","yes",""
"doi:10.34626/2026_xcoax_003","out","","","not-geoscience","yes",""
"doi:10.1021/acs.joc.3c00174","out","","","not-geoscience","yes",""
"doi:10.6084/m9.figshare.28537604","out","","","not-a-source","yes",""
"title:linkingbiofilmstructureandfunctionmacronutrientcnpstoichiometryasakeydriverofstreamnitrogencycling","out","","","not-geoscience","yes",""
"doi:10.3390/engproc2025090076","out","","","not-geoscience","yes",""
"doi:10.1016/j.eswa.2026.132953","out","","earth_observation","periphery","yes",""
"doi:10.59094/emsj.v57i1.68","out","","earth_observation","periphery","yes",""
"doi:10.3390/electronics15153474","out","","","not-geoscience","yes",""
"doi:10.5194/egusphere-egu26-9445","out","","","not-agentic","yes",""
"doi:10.5194/egusphere-2025-4188-ac8","out","","","not-a-source","yes",""
"doi:10.46488/nept.2025.v24i04.d1781","out","","","not-agentic","yes",""
"doi:10.5194/egusphere-2025-4507-ac4","out","","","not-a-source","yes",""
"doi:10.1109/tase.2024.3508718","out","","","not-geoscience","yes",""
"doi:10.1201/9781003559047-27","out","","","not-agentic","yes",""
"title:smartergeothermalfielddevelopmentwithanagenticartificialintelligencesystem","in","context","geothermal","","","found_via: grey; Stanford Geothermal Workshop 2026 version of GAIA, same system as doi:10.48550/arxiv.2511.03852"
"title:artificialintelligenceincarboncaptureutilisationandstorage2025workshopadvancingccuswithgenerativeaiagentgeorge","in","context","ccs","","","found_via: grey; IEAGHG workshop report, the only reachable record of Agent George over the OSDU platform"
"title:agapexagenticgeoaiforprecisionmineralexploration","in","context","mining","","","found_via: grey; trade-press account of a DOE Genesis Mission initiative, no primary publication reachable. Treat the description as the vendor's own"
"title:seismomcpatoolkitoffocusedmcpserversthatletllmagentsdriveseismologysoftwareobspycwpsusac","in","context","seismology","","","found_via: grey; code released without a write-up"
"title:petromcpmcpserverexposingpetroleumengineeringdataandtoolstollms","in","context","reservoir_engineering","","","found_via: grey; code released without a write-up"
"title:petromcplocalfirstmcpserverforpetroleumdataformatslasdlissegyheaderspumpcards","in","context","reservoir_engineering","","","found_via: grey; code released without a write-up. Distinct project from petropt/petro-mcp despite the near-identical name"
"title:agentnexusmultiagentaiframeworkforgeophysicaldataanalysispoweredbygoogleadkandmodelcontextprotocol","in","context","reservoir_engineering","","","found_via: grey; code released without a write-up; A2A plus MCP plus LangChain"
"title:geotechcliopensourceagenticaicliforgeotechnicalengineering","in","context","engineering_geology","","","found_via: grey; code released without a write-up; ReAct agent over deterministic engines"
"title:geotechstaffengineerapythontoolkitofgeotechnicalmethodswrappedinaprobabilisticvariabilityengineanddrivenbyanen","in","context","engineering_geology","","","found_via: grey; code released without a write-up"
"title:drillingnptagentadomainexpertaiagentthatmonitorsoffshoredirectionaldrillingsensorstreamsanddetectsearlynptwarn","in","context","reservoir_engineering","","","found_via: grey; code released without a write-up; synthetic WITSML data only"
"title:volvedrillingadvisorrealtimedrillingadvisoryagenttoolcallingaimonitoringvolvewellf15drillingparameters","in","context","reservoir_engineering","","","found_via: grey; code released without a write-up; runs on the public Equinor Volve dataset"
"title:pyrestoolboxmcpmcpserverbridgingaiassistantsandpetroleumengineeringworkflows","in","context","reservoir_engineering","","","found_via: grey; code released without a write-up"
"title:casestudyanagenticaiframeworkforlargescalewellmodelingofoffshorefielddevelopments","in","context","reservoir_engineering","","","found_via: grey; SPE JPT case study, ONGC and SLB Pipesim via an MCP server"
"title:designingagenticaisystemsforsubsurfaceworkflowslessonsfromautomatingwellloginterpretation","in","context","reservoir_engineering","","","found_via: grey; SPE TWA practitioner account of architecture choices"
