"identity_key","tier","system_id","url","title","authors","year","venue","source_type","subfield","subfield_secondary","task","agentic_techniques","architecture","base_model","tools_used","evaluation_method","baseline","held_out","data_type","reported_result","maturity_claimed","maturity_demonstrated","author_stated_limitations","code_availability","access_status","found_via"
"title:aspenplusmcpanmcpserveroftypedschemaconstrainedtoolsovertheaspenpluscomapi","core","Aspen-MCP","https://github.com/EPEL-SNU/Aspen_Plus_MCP","Aspen_Plus_MCP: an MCP server of typed schema-constrained tools over the Aspen Plus COM API","EPEL-SNU","2026","GitHub","repo","simulation_orchestration","","expose a chemical process simulator as typed Model Context Protocol tools so a local open-weight language model can interrogate, specify, build, run and cost a flowsheet","tool-calling;code-execution;guardrails-validation;simulator-in-the-loop;self-reflection;router","agent-plus-simulator","Qwen2.5-32B-Instruct-AWQ and an unnamed 14-billion-parameter open-weight model, served from a local OpenAI-compatible vLLM endpoint","42 typed MCP tools over the Aspen Plus COM API including stream and block reads and writes, a declarative flowsheet builder, a session restart tool and a techno-economic analysis tool, plus bridges onto external equation-oriented optimisation and costing packages that are not bundled","a two-by-two harness comparing raw COM code generation against schema-constrained tool-calling on a roughly twenty-task suite over three bundled flowsheets, with an event log and an automatic failure taxonomy, plus an eight-prompt autonomous-synthesis bench verified by reopening the persisted artifact, a heterogeneous-routing experiment, a pre-registered ablation and costing validation","raw win32com code generation, both one-shot and an iterative three-attempt arm fed the execution traceback","not stated","benchmark","a 16% to 89% gap between code generation and schema-constrained tool-calling that the authors attribute to paradigm rather than retry budget, with the 32-billion model synthesising converged flowsheets in 7 of 8 prompts against 0 of 8 for the 14-billion model, hallucinated object paths accounting for 78% of code-generation failures, and tool-calling costing roughly 57 times more tokens at comparable wall time","Research code accompanying our study on driving chemical-process simulators with local open-weight LLMs.","M2","the repository states that ""the 14B cannot write a single working script in the 20-task suite (0/19 in the definitive run); the 32B manages 3-4/19"", that ""the precise limitation is *global spec correctness*, not 'ignores errors'"", that one design task ""is NOT auto-scorable - its expected (0.5) is the target stated in the prompt, so the model scored a false PASS"", that semantic correctness is measured only on the simulator side, that ""Aspen COM does not initialize over SSH"", that the reported means come from small suites, and that ""reliability costs tokens, not time""","https://github.com/EPEL-SNU/Aspen_Plus_MCP","full-text","grey"
"title:mcpsolvermodelcontextprotocolserverforconstraintsolvingsatmaxsatsmtcpaspdp","core","MCP Solver","https://github.com/szeider/mcp-solver","mcp-solver: Model Context Protocol server for constraint solving (SAT, MaxSAT, SMT, CP, ASP, DP)","S. Szeider","2026","GitHub","repo","optimisation_uq","","turn a language-model host into a solver-writing agent that encodes a natural-language problem, runs it against a real constraint solver, verifies it and submits the program","tool-calling;code-execution;self-reflection;guardrails-validation","agent-plus-solver","gpt-5.6-terra as the command-line default for the benchmark path, and Claude Opus as the Model Context Protocol host for the server path","a backend selector and kernel tools for execution, reset, status and interrupt, a submission gate, guide and template resources, and the solver libraries python-sat, python-sat RC2, z3-solver, cpmpy, clingo and didppy","an end-to-end benchmark harness running the bundled test problems and validating each result against a per-problem ground-truth validator, plus CP-Bench and ASP-Bench instances under strict semantic validation, with runs bounded by a thirty-step limit","none; no comparison system is reported","not stated","benchmark","229 of 229 instances across CP-Bench and ASP-Bench solve correctly under strict semantic validation, and all 30 bundled test problems solve correctly, with the four dynamic-programming problems solved to proven optimality in every run","Current status: in our runs with gpt-5.6-terra, all 30 bundled test problems solve correctly, including the four didp problems, each solved to proven optimality in every run.","M2","the repository states that ""v4 is not yet installable from PyPI"" because the package name is held by a third-party upload of stale code and a name-transfer request is pending, and that the MiniZinc mode from the previous version is retired; no accuracy or failure-mode limitations are stated","https://github.com/szeider/mcp-solver","full-text","grey"
"title:247simulationloopshowagenticaikeepssubsurfaceengineeringmoving","core","Onishi2026-reservoir-simulation-assistant","https://developer.nvidia.com/blog/24-7-simulation-loops-how-agentic-ai-keeps-subsurface-engineering-moving/","24/7 Simulation Loops: How Agentic AI Keeps Subsurface Engineering Moving","NVIDIA","2026","NVIDIA Technical Blog","industry","geoenergy_subsurface","","keep reservoir simulation studies - history matching and field development or well placement optimisation - running continuously without engineer dead time","tool-calling;planning;task-decomposition;role-specialisation;multi-agent-debate;retrieval;human-in-the-loop;simulator-in-the-loop;memory","multi-agent-hierarchical","Llama-3.3-Nemotron-Super-49B-v1.5 for reasoning and Llama-3.2-NeMo-Retriever-300M-Embed-v2 for retrieval embeddings, served through NVIDIA NIM","the OPM Flow reservoir simulator, in-house Python optimisation code implementing genetic algorithms and particle swarm optimisation, simulator APIs, database queries and retrieval over technical documentation and simulation manuals","a single case study - well placement optimisation on the Brugge benchmark model, maximising net present value over 30 well locations - with a net-present-value convergence comparison of the baseline against the iterative agentic workflow","a non-agentic baseline optimisation run, not otherwise specified","not stated","benchmark","not stated numerically; the only quantitative anchor is a figure caption comparing net-present-value convergence and remaining oil distribution between the baseline and the iterative agentic workflow","The opportunity cost of inaction is now measurable. While traditional workflows wait in queues, agentic systems are already exploring the next iteration.","M2","none stated; the nearest qualifications are framing rather than limitation - that the assistant ""is designed to augment, not replace, the established tools of the trade"", and that integrating these capabilities into industry-standard high-fidelity platforms ""represents an exciting evolution for the subsurface digital ecosystem""","stated to be released as an open-source repository, with no URL given in the text","full-text","grey"
"title:automaticbuildingenergymodeldevelopmentanddebuggingusinglargelanguagemodelsagenticworkflow","core","Zhang2025-llm-planning-bem-workflow","https://www.osti.gov/biblio/2480816","Automatic building energy model development and debugging using large language models agentic workflow","NREL","2025","OSTI","peer-reviewed","simulation_orchestration","","generate and debug an error-free EnergyPlus input file from a natural-language building description","tool-calling;planning;task-decomposition;memory;code-execution;simulator-in-the-loop;guardrails-validation","pipeline-with-agent","GPT-4 in two versions, gpt-4-0613 and gpt-4-turbo-2024-04-09, with Gemini 1.0 Pro tested as an alternative","the EnergyPlus 22.2.0 simulation engine and its error file, input-file reading and writing, and LangChain orchestration","four case studies on the NREL iUnit building - the single-object generator suite, the debugging process, ten repeated end-to-end runs against a single-prompt baseline, and the same workflow re-run with an alternative foundation model - plus a wall-clock comparison against two human modellers","naive single-prompt engineering, other language-model-based workflows, two human modellers, and Gemini 1.0 Pro as an alternative backbone","no","real-field","all ten trials produced accurate and error-free input files, a 100% success rate, with the workflow completing the model in 9 minutes against 4 hours for an experienced modeller and two weeks for a student","The effectiveness of our workflow surpasses: 1) naive prompt engineering, 2) other LLM-based workflows, and 3) manual modeling, in terms of accuracy, reliability, and time efficiency.","M2","the authors state that ""each case study begins with the assumption that the model geometry is already established"", that ""only HVAC templates were utilized"", that ""there is a lack of user interaction; the current model operates without further engagement with the user"", that ""a more comprehensive validation approach across more diverse buildings, modeling cases, and input scenarios would be needed"", that ""data privacy concerns must be addressed when employing commercial LLMs"", that they ""focused on two common error examples"", and that ""the Gemini model fails to successfully operate Agent 3, specifically in generating single objects correctly""","not stated","full-text","grey"
"arxiv:2607.18557","core","Agents4GEOS","https://arxiv.org/abs/2607.18557","AGENTS4GEOS: agentic platform for open-source multi-physics simulation","Adriano Cortês; Roberto M. Velho; Fernando A. Rochinha; Álvaro L. G. A. Coutinho; Mauricio Araya-Polo; Hervé Gross","2026","arXiv (Cornell University)","preprint","geoenergy_subsurface","","build, run, diagnose and post-process multi-physics subsurface simulations from a natural-language request, and generate simulation ensembles for surrogate training","tool-calling;planning;task-decomposition;role-specialisation;self-reflection;memory;retrieval;human-in-the-loop;physics-solver-in-the-loop;simulator-in-the-loop;guardrails-validation","multi-agent-hierarchical","not stated by name; Claude Code is named as the harness, with capability-tiered routing that pins a mid-sized model for mesh and fluid computations and the most capable one for independent review","52 stateless MCP tools in six groups - schema introspection, fluid and constitutive properties, meshing, input-file assembly and validation, post-processing and preprocessing - built on an in-house schema engine, a fluid-property library, PyVista, an XML engine with a validator, and the ability to run the simulator itself and mine source PDFs","one end-to-end session reproducing a published carbon-dioxide sequestration benchmark from a one-sentence request and comparing against the published figures, followed by generation of 200 parametric simulations validated against published results from two other simulators and used to train a graph-neural-network surrogate","published results from two established reservoir simulators and the source papers own figures","yes","benchmark","a 500-year eight-well run completed in 2 minutes 49 seconds producing 101 reservoir snapshots, the whole session taking approximately one hour and 343,000 tokens with the user writing no input files and no shell commands, and 200 simulations generated for surrogate training","Agentic workflows like Agents4GEOS are transforming the accessibility of high-fidelity open-source simulation tools such as GEOS.","M2","the authors state that ""meshing complex reservoirs is particularly challenging and warrants a dedicated specialized agent"", that ""more robust skill coverage is needed to ensure all simulations complete correctly"", that ""interacting with running simulations - monitoring convergence, diagnosing stalls, and steering or restarting runs mid-execution - remains an open direction"", and that ""token usage has emerged as a meaningful factor in the overall budget""; within the session they also record that the injection-rate tension ""remains unreconciled in the sources"", that the relative permeability ""is an endpoint fit rather than the raw published curve"", and that the saturation maps ""used a density-based proxy""","not stated","full-text","snowball"
"doi:10.1016/j.softx.2025.102367","core","EnergyPlus-MCP","https://doi.org/10.1016/j.softx.2025.102367","EnergyPlus-MCP: A model-context-protocol server for ai-driven building energy modeling","Li Han; Yujie Xu; Tianzhen Hong","2025","SoftwareX","peer-reviewed","simulation_orchestration","","expose EnergyPlus model management, inspection, editing and simulation execution to any Model-Context-Protocol-compatible language model through a standardised tool interface","tool-calling;human-in-the-loop;simulator-in-the-loop;guardrails-validation","agent-plus-simulator","not stated - the client is named as GitHub Copilot but no model identifier is given, and the design is intended to work with any compatible model","35 MCP tools covering model loading and summarisation, validation, object modification and results retrieval, backed by an input-file parsing library, plotting, graph and dataframe libraries, with EnergyPlus itself for simulation execution","an illustrative four-stage demonstration - scenario setup, model inspection and analysis, energy efficiency measures, and simulation and results - on a five-zone EnergyPlus example file, reported as tables of human queries and agent actions, with no quantitative benchmarking","none","no","benchmark","not stated numerically; the authors report only that the server ""significantly reduces manual efforts while maintaining full simulation rigor"", with the tool count of 35 the only figure specific to the system","This paper introduced EnergyPlus-MCP, the first novel and open-source Model Context Protocol server for EnergyPlus building energy simulation.","M1","the authors state that ""the current tool set focuses on model analysis and modification rather than complete model creation from scratch"", that ""the quality of AI-driven interactions heavily rely on the capabilities of the MCP client and the user's ability to formulate appropriate queries"", that ""users still need sufficient BEM knowledge to validate results"", that ""the protocol communication layer introduces minor computational overhead compared to direct EnergyPlus usage"", and that ""the server inherits any limitations present in the underlying EnergyPlus simulation engine""","https://github.com/LBNL-ETA/EnergyPlus-MCP","full-text","snowball"
"doi:10.26868/30680611.2026.1305","core","Eppy-LLM","https://doi.org/10.26868/30680611.2026.1305","Eppy-LLM: An Agentic Workflow for Language-Driven Building Energy Modeling And Optimization Using EnergyPlus","Huiwen Zhou; Liang Zhang","2026","not stated","peer-reviewed","simulation_orchestration","","turn a natural-language envelope design goal into parametric EnergyPlus runs and interpretable sensitivity feedback","tool-calling;task-decomposition;role-specialisation;code-execution;simulator-in-the-loop;guardrails-validation;human-in-the-loop","pipeline-with-agent","a local instance of GPT-5 at temperature 0.2 for the parameter-reasoning agent; the other two agents are rule-based","an input-file reading, editing, writing and syntax-validation library, the EnergyPlus 25-1-0 simulation engine, a typical-meteorological-year weather file and output parsing","a single case study on the NREL iUnit model with three natural-language goals, producing nine modified input files plus a baseline run, measured on syntax-validation pass rate, repeat-run determinism over ten iterations, latency against manual scripting, and a top-five parameter sensitivity ranking","conventional manual batch scripting and the unmodified baseline input file; no competing agentic system","no","real-field","every generated input variant passed syntax validation for a 100% correctness rate, with a median latency of about 10 seconds per iteration against roughly 30 seconds for manual batch scripting, and nine validated variants generated in 11.47 seconds","Applied to the NREL iUnit case study, the framework achieved end-to-end automation-from semantic goal interpretation to validated EnergyPlus execution-without manual intervention.","M2","the authors state that ""the workflow depends on a pre-existing baseline IDF, assuming that building geometry and HVAC topology are already defined"", which ""restricts applicability in early-stage design"", that the rule-based editor ""may encounter parsing inefficiencies when applied to large commercial buildings with nested zones or intricate control sequences"", that ""semantic ambiguity in natural-language prompts can influence LLM interpretation"", that ""the current scope of evaluation metrics is limited to energy and comfort indicators"", and that ""minor variability can occur in the ordering of lower-ranked parameters across repeated runs""","https://github.com/HuiwenZhou/EppyLLM-Agentic-BEM","full-text","snowball"
"doi:10.1080/19401493.2026.2653969","core","Chen2026-mcp-bem-paradigms","https://doi.org/10.1080/19401493.2026.2653969","MCP-enabled agentic AI workflow for building energy modelling: framework and use cases","Han Li; Liang Zhang; Huiwen Zhou; Tianzhen Hong","2026","Journal of Building Performance Simulation","peer-reviewed","simulation_orchestration","","compare two Model-Context-Protocol integration paradigms for driving EnergyPlus - conversational inspection and retrofit analysis against an autonomous agentic sensitivity workflow","tool-calling;planning;task-decomposition;role-specialisation;memory;retrieval;human-in-the-loop;simulator-in-the-loop;guardrails-validation","multi-agent-hierarchical","GPT-5 for parameter schema construction and GPT-4o-mini for result interpretation and sensitivity analysis, with Claude Desktop as the client for the conversational paradigm","the EnergyPlus-MCP server tools for file utilities, envelope management, input-file modification, retrofit management, simulation management, post-processing, output management and plotting, plus EnergyPlus itself and web search for code requirements","two end-to-end demonstrations on the NREL iUnit model - a conversational retrofit study with practitioner-informed time estimates, and an agentic sensitivity workflow producing nine single-parameter variants, repeated ten times under identical inputs with token accounting and consistency checks","manual and traditional workflows estimated by practitioners and the unmodified baseline model; the authors state explicitly that the paper ""does not attempt such quantitative benchmarking""","no","real-field","an 80% to 90% time reduction for model inspection, modification and analysis, with the agentic workflow taking 9 to 12 minutes against about 2.5 hours manually; across 10 repeated runs mean 47,085 tokens (SD 7,912.1, min 34,793, max 63,120), split as 10 GPT-5 calls at 7,352.5 mean tokens and 85 GPT-4o-mini calls at 4,674.4; retrofit alternatives achieving 20.9% to 24.6% total energy savings; and the top-5 sensitivity ranking stable across runs at orientation 180 degrees 52.0%, orientation 90 degrees 18.1%, roof insulation thickness 7.0%","These demonstrations establish MCP as a foundational layer for AI-assisted building energy modelling, enabling natural language interactions with simulation tools while preserving professional oversight and decision-making authority.","M2","the authors state that ""this work represents an early exploration rather than a production-ready solution"", that the demonstrations ""employed a relatively simple residential model with three thermal zones and ideal loads"" so complex models ""may pose different challenges that this study does not address"", that language models ""can produce incorrect tool invocations, misinterpret user intent, or generate plausible but inaccurate explanations"", that with many tools available ""the model may select inappropriate tools or become confused by overlapping functionalities, and LLM non-determinism means identical prompts may yield different tool sequences across sessions"", and that ""token consumption and API latency accumulate across extended sessions, making scripted approaches potentially more efficient for large-scale parametric studies""","https://github.com/LBNL-ETA/EnergyPlus-MCP","full-text","snowball"
"doi:10.3390/buildings15173190","core","GPT+MCP framework","https://doi.org/10.3390/buildings15173190","Human–AI Teaming in Structural Analysis: A Model Context Protocol Approach for Explainable and Accurate Generative AI","C. Ávila; Daniel Ilbay; David Rivera","2025","Buildings","peer-reviewed","solver_control","","turn conversational structural-engineering prompts into verified finite-element analyses of three-dimensional frames with code-compliance checking","tool-calling;guardrails-validation;physics-solver-in-the-loop;human-in-the-loop","agent-plus-solver","GPT-4, accessed as a commercial black-box API","the OpenSeesPy finite-element solver invoked through a Model Context Protocol server with JSON schemas and API interfaces, with a commercial finite-element package used only as a reference","four case studies of three-dimensional frame structures, with outputs compared against conventional finite-element reference solutions and against unconstrained language-model answers, compliance checked against two national and international drift standards, and response time measured","unconstrained language-model use without the protocol layer, and conventional finite-element reference solutions","not stated","synthetic","the abstract claims ""deviations under 1.5% compared to reference"" solutions; Table 9 reports GPT+MCP max-displacement relative errors against ETABS of 1.427%, 1.208%/1.624%, 2.834%/0.233% and 1.998%/1.422% across the four cases, so three of the eight case-direction pairs exceed 1.5%. Base shear (Table 10) is 0.007% to 0.022% and the building periods match OpenSees exactly. Standalone GPT without MCP reaches 235% to 482% max-displacement error and 27.8% to 43.6% base-shear error. Analysis cycles take 6 to 12 seconds","the abstract states the approach reaches ""accuracy for key structural parameters, with deviations under 1.5% compared to reference"" solutions - a figure three of the eight max-displacement entries in its own Table 9 exceed","M1","the authors state the system relies on ""pre-trained knowledge and the specific prompt it receives"", that it has no ""built-in ability to verify whether the predicted values align with physical laws unless such checks are explicitly added"", that response times are unsuitable for larger studies, and that it depends on a commercial model accessed through a proprietary black-box API","not stated","full-text","harvest"
"doi:10.3929/ethz-c-000801434","core","EngiAI","https://doi.org/10.3929/ethz-c-000801434","EngiAI: A Multi-Agent Framework and Benchmark Suite for LLM-Driven Engineering Design","Gioele Molinari; Florian Felten; Soheyl Massoudi; Mark Fuge","2026","ETH Zürich Research Collection","peer-reviewed","scientific_computing","","benchmark and orchestrate multi-agent engineering-design workflows combining topology optimisation, retrieval and manufacturing preparation","tool-calling;task-decomposition;role-specialisation;retrieval;human-in-the-loop;code-execution","multi-agent-hierarchical","GPT-5-mini, Gemini-3-Flash, Qwen3-4B and Qwen3.5-4B","topology-optimisation and inverse-design problems from an engineering benchmark suite, a retrieval framework over a preprint index, web search, cluster job management over SSH, whitelisted local shell commands, and a 3D printer reached through a protocol server","a three-part benchmark - a workflow benchmark of seven prompt styles, a retrieval benchmark with gated scoring, and a cluster benchmark of end-to-end model-training orchestration - across four model backends and two design problems, with fifteen runs per model-style cell","the benchmark suite official baselines for model quality; the authors state there is no single-agent baseline with identical tool access","not stated","benchmark","proprietary models achieve 96 to 97% average task completion on the two-dimensional beam problem while open-source four-billion-parameter models reach 55 to 78%, with conditional-branching completion falling to 20 to 53% on the photonics problem","LLM-based multi-agent systems can reliably support structured engineering workflows when backed by sufficiently capable foundation models","M2","the authors state the benchmark problems ""are limited to Beams2D and Photonics2D"", that ""only four LLM backends were tested, primarily due to API cost constraints"", that the cluster training benchmark ""covers only two generative models ... and two cloud LLM backends"", that a user study with practising engineers was omitted, and that no single-agent baseline with identical tool access was run","the source code and evaluation framework are stated as planned for public release, with no URL given","full-text","harvest"
"doi:10.48550/arxiv.2605.15028","core","PetroGraph","https://doi.org/10.48550/arxiv.2605.15028","Multi-Agentic Approach for History Matching of Oil Reservoirs","Linar Samigullin; Sergei Shumilin; Evgeny Burnaev","2026","arXiv (Cornell University)","preprint","optimisation_uq","","automate reservoir history matching - parameter selection, bounds, optimiser choice, simulator execution and diagnostic reporting - from natural-language instructions","tool-calling;task-decomposition;role-specialisation;retrieval;human-in-the-loop;guardrails-validation;simulator-in-the-loop","multi-agent-hierarchical","Qwen3.5-397B-A17B-FP8, a quantized checkpoint served locally through vLLM at temperature zero","the OPM Flow reservoir simulator, ECLIPSE-format input decks that are edited and dry-run validated, domain-specific parameterisation and optimisation tools, and retrieval over simulator documentation","history matching on three reservoir models of increasing complexity - a synthetic model, a faulted benchmark and a real field - scored by weighted normalised root-mean-square error against observations","none; improvement is measured as mismatch reduction from the initial model","not stated","real-field","mismatch reduced by 95% on the synthetic model, 69% on the faulted benchmark and 13% on the real field, corresponding to weighted normalised errors falling from 0.7823 to 0.0366, 0.9510 to 0.2901 and 2.3121 to 2.0128","These results demonstrate that multi-agent orchestration can automate key decisions in history matching, lower the expertise barrier for operating complex simulation workflows, and provide a flexible foundation for extensible, domain-aware reservoir model adaptation.","M3","the authors state that ""future work should focus on enhancing the RAG system to cover more nuanced simulator behaviour, implementing long-term memory for iterative multi-stage history matching, and refining the agent graph architecture to accommodate alternative workflows""","not stated","full-text","harvest"
"doi:10.25417/uic.32994011.v1","core","Carbonati2026-multi-agent-llm-acquisition","https://doi.org/10.25417/uic.32994011.v1","Multi-Agent LLMs for Adaptive Acquisition in Bayesian Optimization","Andrea Carbonati","2026","University of Illinois Chicago","preprint","optimisation_uq","","use language-model agents to set the exploration-exploitation acquisition policy inside a black-box optimisation loop","role-specialisation;task-decomposition;memory","multi-agent-flat","llama-3.3-70b-instruct","the objective functions themselves - an analytical benchmark function, a machine-learning hyperparameter-tuning objective and a robot-pushing control problem - with LangChain for prompt templating","three problem classes under a fixed budget of 30 function evaluations, comparing a single-agent baseline, the multi-agent variant and classical Bayesian optimisation, plus paired-metric ablations restricting the strategy agent","a single-agent language-model optimiser and classical Bayesian optimisation with upper-confidence-bound and expected-improvement acquisition functions","not stated","benchmark","on hyperparameter tuning the multi-agent variant is competitive and in some runs superior within 30 queries and on robot pushing it approaches the classical acquisition functions, while classical Bayesian optimisation remains superior on the smooth analytical landscape","separating strategic control from candidate generation substantially improves the effectiveness of LLM-mediated search","M2","the authors state that language models exhibit ""erratic search dynamics in continuous spaces"" and a ""pronounced dependence on initial prompt configurations"", that the method ""fails to achieve the fine-grained numerical refinement required"" on smooth landscapes, and that single metric pairs are insufficient for complex objectives","not stated","full-text","harvest"
"doi:10.1016/j.bdes.2026.100042","core","GAGAW","https://doi.org/10.1016/j.bdes.2026.100042","A generalizable automated geophysical agent workflow for accessible subsurface hydrology analysis","Hang Chen","2026","Big Data and Earth System","peer-reviewed","geoenergy_subsurface","","translate plain-language scientific intent into complete hydrogeophysical analysis pipelines - data loading, electrical-resistivity inversion, time-lapse inversion, multi-source data fusion, petrophysical conversion and reporting","tool-calling;planning;task-decomposition;role-specialisation;guardrails-validation;physics-solver-in-the-loop;human-in-the-loop;self-reflection","multi-agent-hierarchical","GPT-4o-mini through the ChatGPT API, chosen for cost; the framework is described as also supporting other commercial APIs and local open-source models","pyGIMLi, SimPEG, ResIPy and PyHydroGeophysX for forward modelling and inversion, PyDaymet through the HyRiver framework for meteorological data, Monte Carlo petrophysical conversion, and a Streamlit web platform","three field datasets from named sites in the western United States, each exercising one workflow - direct water content estimation, time-lapse inversion with climate coupling, and structure-constrained seismic-ERT fusion - with the first run under three prompt scenarios of increasing site-specific detail and compared against a field-measured value, plus a synthetic benchmark test with known ground truth","the field-derived water content value from an earlier study of the same site, and the three prompt scenarios against each other; no competing agentic system","not stated","real-field","under minimal prompting mean water content was 0.056 with mean uncertainty 0.070, while the fully informed scenario produced values of 0.2 to 0.4 with uncertainty below 0.02 and agreement with the field-measured value; the fusion case produced resistivities from 37.61 to 532 ohm-metres and water contents from 0.115 to 0.375 cubic metres per cubic metre","GAGAW establishes a practical pattern for accessible, cross-modal geophysical analysis and marks a paradigm shift from LLM-assisted scripting to LLM-orchestrated, tool-centric workflows in Earth and environmental science.","M3","the author states that the fusion example ""uses a sequential, structure-constrained inversion, while other joint or coupled inversion methods are not yet integrated"", that ""geophysics coverage is narrow, centered on ERT, seismic refraction, and basic climate linkage"", that ""the current uncertainty quantification propagates only petrophysical parameter uncertainty"" so ""survey errors, including electrode position uncertainty, reciprocal measurement errors, and temperature drift, are not yet incorporated"", that ""LLM hallucinations pose risks without stricter schema validation, tests, and version pinning"", that ""climate-resistivity links are correlational without modeling"", and that ""GAGAW is designed to augment, not replace, geophysical expertise""","https://github.com/geohang/GAGAW_Hydrogeophysics","full-text","harvest"
"doi:10.26434/chemrxiv.15006587/v1","core","Aspen-MCP","https://doi.org/10.26434/chemrxiv.15006587/v1","Autonomous Flowsheet Synthesis, Simulation, and Analysis with a Locally Deployed Language Model Agent: An Open-Standard Interface to Aspen Plus","Yeong Woo Son; Chan Kim; Ji Hun Pak; Dong Woo Kim; Kyoungmin Lee; Jong Min Lee","2026","ChemRxiv","preprint","simulation_orchestration","","expose Aspen Plus as strongly typed Model Context Protocol tools so a locally hosted open-weight model can synthesise, converge, cost and optimise a steady-state flowsheet without writing simulator-control code","tool-calling;planning;guardrails-validation;simulator-in-the-loop;self-reflection","agent-plus-simulator","Qwen2.5-32B-Instruct and Qwen2.5-14B-Instruct, quantized and served through vLLM on local accelerator hardware, orchestrated by an OpenClaw gateway","an MCP server exposing Aspen Plus through the COM API as a fixed typed tool set - flowsheet topology and block specification, a declarative flowsheet builder, a Winn-Underwood-Gilliland shortcut-design tool, a bisection design-specification tool, a techno-economic analysis tool and an equation-oriented profit optimiser running in an isolated simulator instance","19 automatically scored tasks over three flowsheets in three difficulty tiers, run as a two-arm comparison of raw COM code generation against schema-constrained tool-calling at two model sizes, with the code-generation arm additionally run in an iterative variant that returns the execution error and traceback for up to three attempts; every attempt classified against a six-way outcome taxonomy","the same models writing raw COM automation code, with and without iterative error feedback","not stated","benchmark","task success rose from 16% to 89% for Qwen2.5-32B and from 0% to 84% for Qwen2.5-14B; hallucinated variable paths accounted for 14 of 16 and 15 of 19 code-generation failures respectively and roughly 78% of all code-generation failures across repetitions, and were structurally absent under tool-calling; iterative error feedback raised the 32B model by a single task (3 to 4 of 19) and left the 14B model at zero, with hallucinated paths recovered in zero of thirty instances","These results show that a standardized, schema-constrained interface makes compact local models viable for reliable, autonomous process simulation.","M2","the authors state that ""The interface currently targets steady-state simulation, and the definition of components and reacting systems relies in part on workarounds for limitations of the underlying automation interface""; that ""The empirical evaluation is likewise centered on a single family of open-weight models and a set of representative - but not exhaustive - flowsheets, so its quantitative conclusions should be read as indicative of the achievable reliability gains rather than as universal bounds""; that ""the tool layer does not yet cover every Aspen Plus unit-operation model""; and that they did not test the middle ground of ""letting the agent write code that calls the same tested functions""","https://github.com/EPEL-SNU/Aspen_Plus_MCP","full-text","harvest"
"doi:10.6084/m9.figshare.30931802","context","OHMind","https://doi.org/10.6084/m9.figshare.30931802","Autonomous multi-agent AI accelerates hydroxide exchange membrane discovery through physics-grounded inverse design","Lunyang Liu","2025","Figshare","preprint","computational_discovery","","autonomously navigate a multi-objective materials design space for hydroxide exchange membranes through physics-grounded inverse design","tool-calling;planning;task-decomposition;role-specialisation;self-reflection;physics-solver-in-the-loop;guardrails-validation","multi-agent-hierarchical","not stated","density functional theory and molecular dynamics calculations plus a particle-swarm design engine, coordinated through the Model Context Protocol","a design campaign over a 56-dimensional chemical latent space, with the top candidate synthesised and measured experimentally","conventional empirical optimisation, described qualitatively","not stated","real-field","the top candidate was measured at 113 millisiemens per centimetre hydroxide conductivity at 80 degrees Celsius with durability exceeding 2,000 hours in 5-molar potassium hydroxide","These results establish that autonomous LLM agent systems can serve as genuine cognitive partners in materials discovery","not stated (abstract only)","not stated","https://github.com/lunyang/OHMind","abstract-only","harvest"
"title:agenticaienabledphysicsinformedmachinelearningframeworkforintelligentbuildingmodelingcontrolandautomation","context","Jiang2026-agentic-BESTOpt","https://surface.syr.edu/etd/2334","AGENTIC AI-ENABLED PHYSICS-INFORMED MACHINE LEARNING FRAMEWORK FOR INTELLIGENT BUILDING MODELING, CONTROL, AND AUTOMATION","Zixin Jiang","2026","Syracuse University Libraries (Syracuse University)","peer-reviewed","simulation_orchestration","","automate building-energy engineering workflows - data processing, model configuration, training, control deployment and performance evaluation - over a physics-informed simulation platform","tool-calling;planning;task-decomposition;role-specialisation;simulator-in-the-loop","multi-agent-hierarchical","not stated; model size is treated as an experimental variable but no model is named","the BESTOpt building simulation platform reached through Model Context Protocol tools, plus physics-informed network models and deep-reinforcement-learning training","a 6,156-run benchmark varying orchestration structure, model size, task complexity and orchestrator-specialist coordination, plus two case studies","alternative orchestration modes and model sizes for the benchmark, and a rule-based controller for the control case study","not stated","synthetic","the two-stage centralised orchestration mode achieves 93 to 95% task accuracy","providing a scalable pathway toward future autonomous buildings and energy systems","not stated (abstract only)","not stated","not stated","abstract-only","harvest"
